-7.588505031305843012e+30;8.995907769979433183e+26
-7.601933921345102224e+30;8.991733227929724057e+26
-7.615366088553399143e+30;8.987551910347780673e+26
-7.628801521376370621e+30;8.983363817970532831e+26
-7.615366737067724896e+30;8.987552548154295784e+26
-7.607306654979123807e+30;8.990061769041092960e+26
-7.622083721748648864e+30;8.985459029878421452e+26
-7.632833014007675425e+30;8.982106292312742579e+26
-7.608650082541807507e+30;8.989643894326340210e+26
-7.607306654979123807e+30;8.990061769041092960e+26
-7.608650244527395998e+30;8.989644053815074412e+26
-7.605963454533838509e+30;8.990479767387636561e+26
